type,mean_token,std_token,mean_len_name,std_len_name
madeup,2.183333333333333,0.6241378234003048,5.916666666666667,1.4762718350877817
real,1.2758620689655173,0.5229170357287026,5.689655172413793,1.3917916832393344
talking,1.2459016393442623,0.47101796515341937,5.295081967213115,1.7544634725472998
