Word,Anger,Disgust,Fear,Joy,Sadness,Surprise,Real Word Flag
sloarse,0.2253317129313946,0.23246788814663888,0.22594406458735466,0.21833856976032257,0.22022484177350998,0.2240622873902321,0
smop,0.2314652456343174,0.2380909846127033,0.23596011444926263,0.22360238745808603,0.22631871846318244,0.23242237737774848,0
smorch,0.22367088657617568,0.2342681320309639,0.2319885003566742,0.21449044126272201,0.22002819880843164,0.2251546825170517,0
snice,0.2109820091724396,0.220931422829628,0.21544609048962593,0.2145405761897564,0.2089104750752449,0.21479675075411794,0
snoat,0.21071166601777078,0.21965005978941918,0.21618809059262276,0.2055496297776699,0.20765606889128685,0.21245334100723268,0
snoob,0.19957946643233299,0.2080294307768345,0.19845638430118562,0.19209264643490315,0.2002077514231205,0.1959603269994259,0
snulge,0.23233627229928971,0.2396594028174877,0.23588045266270638,0.22386061036586757,0.22931095626950265,0.23134450295567513,0
snulp,0.2306895534992218,0.23792391097545623,0.23380633240938184,0.22106017526984215,0.22594795405864715,0.22950383976101876,0
snurge,0.2298117108643055,0.23756102535128593,0.23331971764564513,0.2203127975165844,0.22237041810154914,0.2292689463496208,0
snusp,0.22517891162633896,0.2351716719865799,0.23251396498084068,0.21816272139549256,0.22227433279156686,0.22592409685254097,0
sout,0.22651534315943717,0.23551122212409972,0.23201877769827842,0.21656230768561363,0.22290907245874406,0.22655733162164687,0
spesk,0.20728747496008873,0.21493958407640457,0.2212858544588089,0.19688533337414263,0.20503071573376655,0.2068580102622509,0
spirp,0.22624792811274527,0.23189365580677987,0.23277153944969178,0.22114978495240212,0.22319170373678207,0.2280995728969574,0
spladd,0.21050298723578453,0.22079057136178018,0.21730777567625045,0.20833070689439773,0.20802323395013808,0.2145415723621845,0
splalve,0.22668838956952095,0.23258419302105904,0.23487493419647218,0.2188316142559051,0.22411394613981248,0.22705219051241873,0
splink,0.22731531158089638,0.23563736221194267,0.23578294348716736,0.2192210301756859,0.22392162194848061,0.22821921753883362,0
splirth,0.2157451553940773,0.21988977390527722,0.2189566466808319,0.20399299979209898,0.209663559705019,0.2124213249385357,0
splope,0.2127825862765312,0.22237034478783607,0.22090665182471275,0.20804652178287505,0.2074152984023094,0.21570401677489282,0
splorne,0.23443221673369408,0.23900513687729835,0.2389048363864422,0.21882789361476898,0.2281507484316826,0.23230015775561333,0
splourth,0.22940417450666428,0.23424954855442048,0.23655780041217803,0.22291914054751397,0.22696315133571623,0.23018370974063873,0
splowth,0.22888287520408632,0.2327490481138229,0.23328311756253242,0.2227456162571907,0.2243283194899559,0.22862907320261003,0
spogue,0.23268048843741418,0.2389033747315407,0.23882594820857048,0.22639635384082793,0.23148357847332954,0.23483616459369658,0
spraif,0.23792486664652823,0.24354145675897598,0.24214747989177704,0.2275430645942688,0.23370548459887505,0.2365708865225315,0
spreak,0.23216356316208836,0.23961044850945473,0.23926125991344452,0.22016235914826393,0.22571944391727447,0.23266783371567726,0
spreece,0.23109562495350838,0.24000307315588,0.2400830160677433,0.227235391497612,0.22746737679839135,0.23498009103536605,0
spreil,0.23181755724549294,0.23290763264894485,0.23627207800745964,0.227486801892519,0.22915175595879556,0.23227902635931968,0
sproath,0.23548693627119063,0.24053432062268257,0.23895282244682312,0.22351404398679733,0.2281623451411724,0.23280235040187836,0
sprow,0.2273499946296215,0.23509624832868575,0.2339748113155365,0.2202194254696369,0.2225193504095077,0.2289282884299755,0
spruib,0.23766675621271133,0.24244276681542395,0.2387454964518547,0.22633898320794105,0.23370680809020997,0.23402447965741158,0
spur,0.22780819317698478,0.23297863596677781,0.2311969863474369,0.21783941289782524,0.22446073821187018,0.2243025344312191,1
stof,0.22209350571036338,0.22553970208764076,0.21918065455555916,0.2013997805714607,0.21064198631048203,0.2139168122112751,0
stought,0.2367983578145504,0.24104522678256035,0.23799854850769042,0.2297172019481659,0.23313889443874358,0.23483170807361603,0
straif,0.23132097667455673,0.2348646914958954,0.23312356236577034,0.22634731632471083,0.22755562755465508,0.2295219131410122,0
stralp,0.23297249111533164,0.23760400086641312,0.23394815289974213,0.22361868304014207,0.22723959997296334,0.2296867272555828,0
strem,0.21237684604525567,0.22439993879199027,0.22102823010087014,0.20406350460648537,0.20721660754084587,0.21398244768381117,0
strot,0.23232659611105919,0.24090393793582915,0.2357434637248516,0.22288075429201126,0.22910525995492936,0.2314990710914135,0
strys,0.21999476990103722,0.22523102471232415,0.22626650053262712,0.21000851964950562,0.21648754405975343,0.21967209494113923,0
sty,0.21795697170495987,0.2248001056611538,0.21670270669460295,0.21418432372808457,0.21602709025144576,0.2161618734896183,1
sulb,0.23055312621593477,0.23739368733763694,0.2335664074420929,0.221052249789238,0.22903893211483956,0.22856022965908052,0
sulse,0.23893003597855567,0.2415197506546974,0.23814334508776663,0.22422985258698463,0.24375039544701577,0.23170472261309624,0
swabe,0.2303450592160225,0.23765473720431327,0.2337189772427082,0.22092638626694677,0.2245291827619076,0.22974508029222487,0
swetch,0.21726758924126624,0.22570006734132766,0.2204332987368107,0.20888332158327103,0.2163254973292351,0.21594497632980347,0
swisque,0.22786876711249351,0.23234383073449136,0.23231127616763114,0.2219152905344963,0.22449832519888877,0.22730780300498007,0
swoint,0.226449868619442,0.23204420199990272,0.22955948650836944,0.22586344459652902,0.22135776966810228,0.2278494552075863,0
swunt,0.22041870307922362,0.22682100468873978,0.22440065920352936,0.2097232357263565,0.212633053034544,0.2190360823571682,0
terve,0.23712001010775566,0.2411716533601284,0.2392356836795807,0.2305913850069046,0.23341511657834052,0.23531277903914452,0
theight,0.2250888275206089,0.2332813481092453,0.23266156232357024,0.22569149392843246,0.22386747747659683,0.22831036287546158,0
theph,0.2345192406475544,0.24183849874138832,0.24075185430049897,0.22609370642900467,0.2310205596089363,0.23503458830714224,0
thid,0.23324346512556077,0.23901273891329766,0.23840397384762763,0.22716593691706657,0.23112280404567717,0.23423174679279327,0
thoach,0.21906515723466874,0.22141625824570657,0.21981706073880194,0.2067202859222889,0.2168045275211334,0.21436821758747102,0
thouche,0.2297023489177227,0.23578086525201794,0.2332487650513649,0.22282258465886115,0.22738820087909697,0.22999796798825264,0
thrace,0.23366990235447885,0.23843041804432868,0.23793497279286385,0.22346014189720154,0.22844419646263123,0.22987413576245308,0
thrarn,0.22613639956712722,0.23131669488549234,0.23156793355941774,0.21484779489040376,0.21800613570213317,0.2230603584349155,0
threll,0.2257796383202076,0.2316858367919922,0.2323798950612545,0.2250506302714348,0.2244740144908428,0.22966312173008918,0
throaf,0.231696493268013,0.23875138673186302,0.23550932160019875,0.22302845793962478,0.22917487019300462,0.23066113102436064,0
throoch,0.22986770886182786,0.2370625911951065,0.23444451674818992,0.21853703293204307,0.22198038175702095,0.22789885753393174,0
throul,0.22504762044548987,0.23582056972384452,0.23391632547974586,0.2153914488852024,0.22291432052850724,0.2251815285682678,0
thuiff,0.24191570591926576,0.2466748877465725,0.24591537764668464,0.23122818395495415,0.2382699971795082,0.24002270776033402,0
thuit,0.23665353241562842,0.2434320967197418,0.24078306302428246,0.22730467626452444,0.23324825239181518,0.23572727435827256,0
thwark,0.23596592098474503,0.24197560968995094,0.23775041803717614,0.22955038112401963,0.2304345354437828,0.23434708362817763,0
thwealt,0.2282753725349903,0.23539051982760428,0.23308896517753602,0.22296294432878494,0.22581865790486333,0.22821978434920312,0
thwed,0.2297788977622986,0.2342621438205242,0.23305365926027297,0.22523235648870465,0.22835679975152015,0.22975692275166512,0
thwef,0.23222947418689727,0.24091507044434549,0.23950755816698074,0.22201651120185853,0.2289825349152088,0.2332720067203045,0
thwick,0.23376766800880433,0.2422346523106098,0.24066472074389458,0.22748550581932067,0.23045331850647927,0.2347702644765377,0
thwil,0.2376384122669697,0.24460221099853516,0.24347964844107628,0.22814865598082543,0.23342268940806388,0.23694794261455535,0
thwove,0.2378292733132839,0.24370361283421516,0.2411874342560768,0.22598807460069656,0.23393805631995201,0.23584641367197037,0
tish,0.23258296960592267,0.23954310816526414,0.236954757720232,0.22972378954291345,0.23166514694690704,0.23399904114007947,0
tource,0.23815070295333862,0.24166618278622629,0.23971332991123198,0.22790293192863464,0.23458189970254897,0.2363851256966591,0
trarse,0.23488043066859246,0.23952005982398986,0.2368962660431862,0.2257184088230133,0.23147921350598336,0.23284749481081962,0
trasque,0.23789146441221237,0.24322839424014092,0.2414276419878006,0.2321416860818863,0.23419166016578674,0.23636659267544746,0
treal,0.23598896691203117,0.24139887645840644,0.2382801474928856,0.2308906512260437,0.2331263519525528,0.23432587891817092,0
trerf,0.23263775959610938,0.2406108917593956,0.23980935436487197,0.22524096724390982,0.23033047434687615,0.23354877391457557,0
trouse,0.23691272509098052,0.24224311858415604,0.24055413991212846,0.22920322009921074,0.23413596495985986,0.23627523565292358,0
tumor,0.2277613867223263,0.2346311045885086,0.2313454385101795,0.2252489914894104,0.22673443001508714,0.22933220753073694,1
twaive,0.2358057428896427,0.24471281865239145,0.24267541760206224,0.22453565001487732,0.23292288982868192,0.23677085354924202,0
twale,0.2340649382472038,0.23920808577537536,0.2375004838705063,0.22462727206945418,0.2316928842663765,0.2324444818198681,0
twarp,0.2227147914171219,0.23076513394713402,0.22838220539689064,0.2136498012840748,0.2148356841802597,0.2231549833714962,0
twauve,0.23963776037096976,0.24661291790008544,0.2445989660024643,0.22984377717971802,0.235041544765234,0.23991814213991164,0
typhoon,0.21660088989138604,0.22711091271042824,0.22653096902370454,0.19524562487006186,0.21568101581931115,0.21541197726130484,1
valf,0.23722850456833838,0.24228636008501053,0.23982930082082748,0.23073109012842177,0.2325663072168827,0.23677485686540603,0
voathe,0.23883626610040665,0.24300253546237943,0.24233833381533623,0.23094751194119453,0.2342983315587044,0.2381683461666107,0
vomp,0.23338463935256004,0.2450130495727062,0.23973258635401723,0.22468678092956543,0.23094303649663925,0.23452420422434808,0
vuss,0.23059749296307563,0.23745036965608596,0.23492218697071077,0.21960909733176232,0.22814309537410737,0.2297582937479019,0
ware,0.23271868780255317,0.2396525707244873,0.2343957543671131,0.22310610777139664,0.2256913279891014,0.2299608371257782,1
wart,0.2288277726471424,0.23742818957567216,0.23264173966646196,0.22095157861709594,0.2257805064618587,0.22762531116604806,1
weathe,0.22854620349407195,0.23630158311128616,0.23549503281712533,0.2170698949098587,0.22690691727399825,0.22777443492412566,0
whalk,0.22937055471539497,0.2367781744301319,0.2334022341966629,0.21718689948320388,0.22146552157402039,0.229066149443388,0
wheuth,0.23824126517772676,0.2428481904864311,0.2419243462085724,0.2290516466498375,0.23540605661273004,0.23722999998927116,0
whoal,0.234126511156559,0.23496193027496337,0.2335762051641941,0.22647315549850464,0.22601773199439046,0.2307512948513031,0
wholk,0.22916265681385994,0.23598241543769835,0.23548541247844695,0.2211935601234436,0.22597962257266044,0.23010667181015015,0
wrause,0.23327977645397185,0.23792604291439057,0.23741979518532752,0.22822569516301155,0.22916688388586046,0.23319456627964974,0
wrelt,0.23392131489515305,0.24138817510008811,0.23990985205769538,0.22579317110776898,0.22982983237504956,0.2342336294054985,0
wrilge,0.23242438101768495,0.23795564898848534,0.2379815358221531,0.21995326328277587,0.2287858203649521,0.23055395174026488,0
wrorgue,0.23573203921318053,0.2442436692416668,0.24323401057720184,0.22463942968845368,0.23051209872961045,0.23572230646014214,0
wruse,0.23262339359521866,0.2398802092373371,0.23705071210861206,0.22384974822402,0.2277467932999134,0.23222858083248138,0
yage,0.22931253156065942,0.235977303147316,0.23414674672484398,0.22446747732162475,0.22421042177081107,0.2298987259864807,0
yealt,0.23323049286007883,0.23703691604733468,0.23581827253103257,0.22669352838397025,0.2284549297094345,0.2314838028550148,0
yirp,0.23066023591160775,0.23615111547708512,0.23755888816714288,0.22066083136200904,0.22598988074064255,0.22931690153479575,0
yourse,0.23718752419948577,0.24193411245942115,0.24076044723391532,0.23090004634857178,0.23180942580103875,0.23633616963028908,0
yurch,0.22982210537791253,0.23741153332591056,0.23481350657343864,0.2219590499103069,0.22435068094730376,0.230730536878109,0
zant,0.20530067390203477,0.2173985530436039,0.217294517993927,0.1959252036213875,0.20621163275837898,0.20864629250764846,0
zany,0.2191849792599678,0.22794833636283873,0.22509854319691658,0.2183371981084347,0.21141801723837853,0.2246328242123127,1
zel,0.2273639616370201,0.23500021481513977,0.231975986123085,0.2188373597562313,0.225443901181221,0.22706844946742058,0
zerge,0.22964130514860154,0.2328026173710823,0.23357686081528664,0.20562492343783378,0.21932048556208608,0.22359031721949577,0
zorce,0.23481906500458719,0.2402084132134914,0.23707725781202316,0.22477359294891358,0.23041232174634932,0.2339881622493267,0
zourse,0.23953924411535263,0.24438853299617766,0.24420975267887116,0.23352398058772086,0.23583627837896348,0.24048748674988746,0
zunch,0.22270847803354263,0.23078291434049605,0.22815005996823312,0.22210822677612305,0.21909049385786056,0.22738373398780823,0
