,angry_Anger,enraged_Anger,irate_Anger,furious_Anger,mad_Anger,outraged_Anger,livid_Anger,infuriate_Anger,wrathful_Anger,disgusted_Disgust,sick_Disgust,nauseated_Disgust,repelled_Disgust,repulsed_Disgust,revolted_Disgust,displeased_Disgust,afraid_Fear,scared_Fear,frightened _Fear,terrified_Fear,fearful_Fear,alarmed_Fear,worried_Fear,spooked_Fear,happy_Joy,delighted_Joy,pleased_Joy,glad_Joy,satisfied_Joy,joyful_Joy,cheerful_Joy,smiling_Joy,thrilled_Joy,unhappy_Sadness,heartbroken_Sadness,depressed_Sadness,miserable_Sadness,melancholy_Sadness,sorrowful_Sadness,gloomy_Sadness,depressing_Sadness,surprised_Surprise,dumfounded_Surprise,amazed_Surprise,astonished_Surprise,astounded_Surprise,wondering_Surprise,awed_Surprise,flabbergasted_Surprise,stunned_Surprise
frer,-0.19726970791816711,0.47066494822502136,-0.44868355989456177,-0.27675482630729675,0.718755304813385,-0.043278660625219345,0.6014889478683472,-0.5234825611114502,-0.4061953127384186,-0.08438534289598465,0.6663259267807007,0.35067668557167053,-0.09429590404033661,0.5946173667907715,0.529711127281189,0.1679305136203766,0.3274664282798767,0.5282319188117981,0.5686500072479248,0.43307629227638245,-0.38702335953712463,0.19535978138446808,0.5740869641304016,0.6390842795372009,-0.39532771706581116,0.3923800587654114,0.5821366310119629,0.5974182486534119,0.6304363012313843,-0.4734528660774231,-0.5330067276954651,0.03493409603834152,-0.16534538567066193,-0.4528025984764099,0.20297060906887054,0.28901439905166626,-0.42276978492736816,-0.3765733540058136,0.22770440578460693,-0.14183564484119415,-0.3503808081150055,0.49441248178482056,-0.23262913525104523,0.27631065249443054,0.057194072753190994,-0.2440163642168045,-0.5365773439407349,0.0518241748213768,0.3695765733718872,0.40324142575263977
frete,0.0006239293143153191,-0.5066131949424744,0.5195127129554749,0.3434879779815674,-0.5502408742904663,-0.015463565476238728,-0.4075057804584503,0.6217049956321716,0.3236671984195709,0.2415149062871933,-0.494466632604599,-0.3566589057445526,0.14996953308582306,-0.5481047034263611,-0.3720119595527649,-0.1515146642923355,-0.08607897162437439,-0.259155809879303,-0.4349081814289093,-0.25845426321029663,0.4317814111709595,-0.015150872990489006,-0.2986587584018707,-0.5397539734840393,0.3391435146331787,-0.3131449520587921,-0.4565374553203583,-0.30628207325935364,-0.5340775847434998,0.5340982675552368,0.4559711813926697,-0.13114696741104126,0.37173157930374146,0.44420871138572693,-0.0823277160525322,-0.140879288315773,0.39182132482528687,0.2818965017795563,-0.06996835023164749,0.2028656005859375,0.34333404898643494,-0.5010607242584229,0.23590950667858124,-0.3027128279209137,0.07751306891441345,0.30742713809013367,0.5491136908531189,-0.1453762948513031,-0.12647323310375214,-0.2502085864543915
frourge,0.06609626114368439,-0.6469348073005676,0.4971819818019867,0.4077274799346924,-0.736412763595581,-0.09471777081489563,-0.6020534634590149,0.627377450466156,0.4512183666229248,0.10099337249994278,-0.650090217590332,-0.5139146447181702,0.16202692687511444,-0.6635106205940247,-0.5818330645561218,-0.22498315572738647,-0.31210121512413025,-0.5481099486351013,-0.6170030236244202,-0.5885953307151794,0.4187890887260437,-0.2750539779663086,-0.5846542119979858,-0.6935613751411438,0.43688198924064636,-0.49478811025619507,-0.586082398891449,-0.5152486562728882,-0.7162718772888184,0.5464566349983215,0.5590419769287109,-0.17836502194404602,0.2611704170703888,0.5659425258636475,-0.10867753624916077,-0.34898054599761963,0.40924835205078125,0.43757152557373047,-0.1457846313714981,0.26190465688705444,0.2502581477165222,-0.5918371677398682,0.17679625749588013,-0.44440189003944397,-0.1014866977930069,0.24706755578517914,0.5074729919433594,-0.26277589797973633,-0.2798151671886444,-0.32325616478919983
fruch,-0.005960814189165831,-0.5181086659431458,0.36808931827545166,0.3611045181751251,-0.521424412727356,-0.1174173429608345,-0.38129281997680664,0.4933030605316162,0.34533563256263733,0.15211550891399384,-0.48547089099884033,-0.44072121381759644,0.21982622146606445,-0.485048770904541,-0.42323946952819824,-0.19435326755046844,-0.2151445895433426,-0.350852906703949,-0.46504780650138855,-0.49974390864372253,0.39675724506378174,-0.14228692650794983,-0.3806855082511902,-0.5042546987533569,0.3290324807167053,-0.4069976806640625,-0.3883762061595917,-0.2712494432926178,-0.4919816255569458,0.46528664231300354,0.5758649706840515,-0.20947511494159698,0.19955404102802277,0.4424029290676117,-0.0691293478012085,-0.27081871032714844,0.20033907890319824,0.4051278233528137,-0.09821270406246185,0.24140684306621552,0.14946787059307098,-0.44931161403656006,0.1503964364528656,-0.3942120671272278,-0.03574172034859657,0.21807965636253357,0.3501635491847992,-0.2173677384853363,-0.1075020581483841,-0.14592427015304565
garse,0.08651876449584961,0.3279421627521515,-0.23679111897945404,-0.313167005777359,0.1385946273803711,0.04703450947999954,0.055511269718408585,-0.2971022129058838,-0.04059948772192001,-0.18183021247386932,0.1890878826379776,0.2665630280971527,-0.163557767868042,0.2943962514400482,0.16623830795288086,0.27922481298446655,-0.05617779493331909,-0.0871141105890274,0.3077039122581482,0.11465302854776382,-0.18750283122062683,-0.1501905918121338,-0.032428860664367676,0.20318281650543213,-0.19411085546016693,0.14993463456630707,0.15974892675876617,-0.12899620831012726,0.13966064155101776,-0.26105549931526184,-0.19255051016807556,0.13956618309020996,-0.3018602132797241,-0.11499757319688797,0.1734859049320221,0.2446226179599762,0.06422851234674454,-0.07440696656703949,0.20464344322681427,-0.05828056111931801,-0.08248326927423477,0.19148214161396027,-0.21437674760818481,0.21506065130233765,-0.15553689002990723,-0.2955385148525238,-0.2819666266441345,0.04228883981704712,-0.1329294592142105,-0.0670478567481041
ghome,0.07248909771442413,0.15195471048355103,0.03239864483475685,-0.11362726986408234,-0.045649509876966476,0.15633870661258698,-0.022338898852467537,-0.045288972556591034,0.2190619856119156,0.041761040687561035,-0.08499746024608612,0.17157642543315887,-0.07102485746145248,0.13683854043483734,0.06745915114879608,0.29273590445518494,-0.0698467493057251,-0.14606240391731262,0.06431319564580917,0.06999774277210236,-0.004453145433217287,0.020172208547592163,-0.1149047315120697,-0.02384304441511631,0.021829811856150627,0.1310298889875412,0.007955399341881275,-0.16911600530147552,-0.00784396193921566,0.1067662313580513,0.10944081842899323,0.1468159258365631,-0.07510000467300415,0.01080780103802681,-0.08621923625469208,0.1885063648223877,0.14490510523319244,0.18181103467941284,0.16921760141849518,0.16646245121955872,0.16100387275218964,0.13751022517681122,0.19448992609977722,0.25565892457962036,-0.0017632892122492194,0.04432230070233345,0.026190081611275673,0.27801522612571716,-0.15716589987277985,-0.1322096586227417
ghoothe,0.23073066771030426,-0.1966012567281723,0.2920224666595459,0.1776835322380066,-0.3997674882411957,0.09468909353017807,-0.3254129886627197,0.39494749903678894,0.22594685852527618,0.10547644644975662,-0.17964182794094086,-0.08131546527147293,0.08295071125030518,-0.2508472502231598,-0.20262156426906586,0.033453747630119324,-0.11133712530136108,-0.23502136766910553,-0.13706925511360168,-0.1441529542207718,0.25469353795051575,-0.03378753736615181,-0.24574054777622223,-0.3268754184246063,0.22322487831115723,-0.12125613540410995,-0.24846036732196808,-0.36629214882850647,-0.3167642056941986,0.2922035753726959,0.2500613331794739,0.06743541359901428,0.19267554581165314,0.3156006634235382,-0.049619097262620926,0.05248884856700897,0.28628870844841003,0.30892214179039,-0.05286812782287598,0.16308921575546265,0.32368120551109314,-0.20204469561576843,0.14416080713272095,-0.09235496073961258,-0.008243922144174576,0.20731393992900848,0.34412088990211487,-0.00771537097170949,-0.10646624863147736,-0.22553932666778564
ghuge,0.24097681045532227,-0.27443942427635193,0.4989815354347229,0.35154852271080017,-0.4990071952342987,0.17184731364250183,-0.3746604323387146,0.5252705216407776,0.4152165353298187,0.2246229499578476,-0.41911715269088745,-0.18565696477890015,0.16427625715732574,-0.3934214115142822,-0.3540525734424591,0.05038433521986008,-0.145142063498497,-0.35790371894836426,-0.4328617453575134,-0.2813883125782013,0.32939136028289795,-0.053346890956163406,-0.38156428933143616,-0.4381830394268036,0.37887999415397644,-0.24943982064723969,-0.4586089849472046,-0.4500356912612915,-0.4861714541912079,0.37165379524230957,0.39098384976387024,0.04367166385054588,0.17851074039936066,0.3855894207954407,-0.24807381629943848,-0.20055831968784332,0.40980517864227295,0.3369990885257721,-0.17318564653396606,0.19031821191310883,0.30272048711776733,-0.33127421140670776,0.2968962490558624,-0.16906067728996277,0.010927844792604446,0.3133598268032074,0.47979554533958435,0.06055906042456627,-0.2478838860988617,-0.18778957426548004
gien,-0.07671152055263519,0.6535919904708862,-0.6269896626472473,-0.47161930799484253,0.6701179146766663,-0.03812181204557419,0.5184593796730042,-0.7438811659812927,-0.4589177966117859,-0.22419944405555725,0.6073536276817322,0.3997276723384857,-0.18104884028434753,0.6835547089576721,0.5494365692138672,0.24612684547901154,0.08533558994531631,0.34398549795150757,0.7552883625030518,0.37523210048675537,-0.48502540588378906,0.00484851049259305,0.4824000597000122,0.7154511213302612,-0.3997802138328552,0.45618316531181335,0.6235963106155396,0.4287831485271454,0.6800927519798279,-0.5664705038070679,-0.5813500285148621,0.11258377134799957,-0.33131101727485657,-0.3972011208534241,0.42299094796180725,0.3314809501171112,-0.4981246590614319,-0.2625422477722168,0.16621875762939453,-0.17427346110343933,-0.4125618040561676,0.62272047996521,-0.3787718415260315,0.36164677143096924,-0.08308932185173035,-0.42407718300819397,-0.6834462881088257,0.058035146445035934,0.2315579205751419,0.31924182176589966
gimn,-0.12847138941287994,-0.574856698513031,0.2967812120914459,0.31288981437683105,-0.432577908039093,-0.17718203365802765,-0.31810328364372253,0.4092559814453125,0.2210187315940857,0.03042055107653141,-0.5229136943817139,-0.49488183856010437,0.058648087084293365,-0.48021456599235535,-0.43481165170669556,-0.3355787396430969,-0.17082424461841583,-0.26818764209747314,-0.4752848744392395,-0.411683052778244,0.30246463418006897,-0.16877295076847076,-0.31648004055023193,-0.4493790566921234,0.20615340769290924,-0.47469112277030945,-0.3541795313358307,-0.1267106533050537,-0.4663792550563812,0.38146811723709106,0.3237716853618622,-0.2668021619319916,0.2739102840423584,0.35773512721061707,-0.0019860719330608845,-0.3642614781856537,0.1654922515153885,0.2421148121356964,-0.08041245490312576,0.22020302712917328,0.06630159914493561,-0.4086126387119293,0.0380462184548378,-0.31714871525764465,-0.04402725771069527,0.1486586630344391,0.3086124360561371,-0.2847115695476532,-0.06608732044696808,-0.17567463219165802
glaim,-0.04353250190615654,-0.4564797282218933,0.33920806646347046,0.4901749789714813,-0.32104191184043884,-0.12358205765485764,-0.19382348656654358,0.4657573401927948,0.1884230226278305,0.14335179328918457,-0.24210572242736816,-0.2902122139930725,0.2615758776664734,-0.3266516327857971,-0.279392808675766,-0.09880658239126205,-0.1336548924446106,-0.15600495040416718,-0.346082478761673,-0.36157357692718506,0.30623605847358704,-0.06107800453901291,-0.16428391635417938,-0.3190181255340576,0.2071187049150467,-0.35177940130233765,-0.12788324058055878,0.033256545662879944,-0.3365992307662964,0.20962391793727875,0.12806926667690277,-0.2286982238292694,0.25455722212791443,0.26394927501678467,0.04116467013955116,-0.250892698764801,0.13495492935180664,0.28430935740470886,-0.13186350464820862,0.2506791353225708,0.06004421412944794,-0.2270737737417221,0.030632110312581062,-0.26225733757019043,0.08544153720140457,0.25076359510421753,0.2532404065132141,-0.1883937567472458,0.10526372492313385,0.0860777199268341
glelve,0.19124498963356018,-0.27985939383506775,0.3691539764404297,0.1627020388841629,-0.5613299608230591,0.08183594048023224,-0.4543716311454773,0.4613606631755829,0.4999009370803833,0.08214668929576874,-0.5214698314666748,-0.2108786553144455,0.07426495105028152,-0.4371509552001953,-0.3389687240123749,0.06692174822092056,-0.1747460663318634,-0.5197839140892029,-0.4155481159687042,-0.3371342718601227,0.3027884364128113,-0.1715640425682068,-0.51580411195755,-0.4990972876548767,0.32496118545532227,-0.20541013777256012,-0.41585826873779297,-0.5078102350234985,-0.5277095437049866,0.46080565452575684,0.5064855217933655,0.07410126179456711,0.0756945088505745,0.31419098377227783,-0.29685720801353455,-0.1441984623670578,0.3874143064022064,0.4638010263442993,0.02014063484966755,0.3804548382759094,0.3458312153816223,-0.3512714207172394,0.21020357310771942,-0.10989903658628464,-0.04064862057566643,0.1826447695493698,0.42078152298927307,0.029905907809734344,-0.3587150275707245,-0.3419558107852936
glole,0.06836242973804474,-0.21049049496650696,0.05284952372312546,-0.04451635852456093,-0.3462334871292114,-0.10721704363822937,-0.32570120692253113,0.17432455718517303,0.2195127159357071,-0.09399000555276871,-0.34450167417526245,-0.18046069145202637,-0.11276653409004211,-0.2298743575811386,-0.24187590181827545,-0.10093077272176743,-0.2258470356464386,-0.40559324622154236,-0.2249949425458908,-0.2852034568786621,0.07314720004796982,-0.2945491075515747,-0.42025500535964966,-0.29153886437416077,0.23936906456947327,-0.1536296010017395,-0.26569756865501404,-0.3076821267604828,-0.3334617614746094,0.24694250524044037,0.2570817172527313,0.03129187971353531,-0.01891011744737625,0.2523864507675171,-0.0058275735937058926,-0.11595295369625092,0.16545027494430542,0.3210086524486542,0.05827955901622772,0.3229241967201233,0.06556497514247894,-0.20330631732940674,-0.0042534018866717815,-0.10525406897068024,-0.14991353452205658,-0.049227871000766754,0.17358671128749847,-0.1408948302268982,-0.315866082906723,-0.27913546562194824
gnang,0.15874217450618744,0.781640350818634,-0.4650171399116516,-0.4943807125091553,0.5922444462776184,0.2591231167316437,0.49720779061317444,-0.5597949624061584,-0.2346143275499344,-0.04530797526240349,0.4737555980682373,0.5764771699905396,-0.26148882508277893,0.6513555645942688,0.5641224384307861,0.416602224111557,0.2231723517179489,0.2827169895172119,0.6485495567321777,0.5589122176170349,-0.5023446679115295,0.16071362793445587,0.4129258990287781,0.6225522756576538,-0.2660260498523712,0.6405718326568604,0.41110143065452576,0.22956565022468567,0.6183183193206787,-0.35627081990242004,-0.3292924463748932,0.5639575123786926,-0.3156815469264984,-0.42470604181289673,0.010352798737585545,0.43962565064430237,-0.2224971055984497,-0.16960039734840393,0.23786981403827667,-0.16395209729671478,0.052925776690244675,0.5561283826828003,-0.05263334512710571,0.4832668602466583,0.010132557712495327,-0.2551549971103668,-0.3288407027721405,0.37295427918434143,0.048641983419656754,0.13840711116790771
gnazz,0.1043882966041565,-0.37993714213371277,0.4139426350593567,0.20605385303497314,-0.5985156893730164,0.10291310399770737,-0.4685627222061157,0.5435160994529724,0.5762411952018738,0.15001849830150604,-0.5934394001960754,-0.27350807189941406,0.10814955830574036,-0.4646947681903839,-0.3862264156341553,-0.023495109751820564,-0.1670961230993271,-0.47376227378845215,-0.5270503759384155,-0.3885427713394165,0.3369552791118622,-0.13095422089099884,-0.52202308177948,-0.5504388809204102,0.34298986196517944,-0.28209811449050903,-0.5088281631469727,-0.5353513360023499,-0.5465651154518127,0.5334281921386719,0.5886961817741394,-0.030299793928861618,0.12504644691944122,0.40959346294403076,-0.23145791888237,-0.1535073071718216,0.5062820315361023,0.4289836585521698,0.060237690806388855,0.27390533685684204,0.3238573670387268,-0.45940837264060974,0.2504134476184845,-0.13390274345874786,-0.04927823320031166,0.22238202393054962,0.5053535103797913,-0.00607184786349535,-0.33905795216560364,-0.392091304063797
gneave,0.2237413376569748,0.07036858797073364,0.06491462141275406,-0.20626769959926605,-0.32033953070640564,0.05156880244612694,-0.25502797961235046,0.1406671553850174,0.38559019565582275,-0.05375264212489128,-0.3526836931705475,-0.07121117413043976,-0.0784214586019516,-0.13340501487255096,-0.14340846240520477,0.24898900091648102,-0.22417685389518738,-0.4442330300807953,-0.1347016543149948,-0.24517162144184113,0.059140823781490326,-0.23218129575252533,-0.40086275339126587,-0.21661092340946198,0.12075021862983704,0.0375208742916584,-0.1756223440170288,-0.4658343195915222,-0.25308671593666077,0.166021466255188,0.38579249382019043,0.09619814902544022,-0.1515093594789505,0.1731846183538437,-0.10585901141166687,0.06140635162591934,0.24409981071949005,0.29358696937561035,0.03986294940114021,0.10506703704595566,0.1259203851222992,-0.11908741295337677,0.0661151334643364,-0.02698568068444729,-0.18025901913642883,-0.04719490185379982,0.05075516551733017,0.05862050503492355,-0.3814881443977356,-0.3277434706687927
gnewn,0.011116198264062405,-0.053712472319602966,-0.11618997901678085,0.04041751101613045,-0.022863218560814857,-0.15264953672885895,0.022111911326646805,-0.07744476944208145,-0.004995209630578756,-0.07904370129108429,-0.04891946539282799,-0.1951788067817688,0.10217267274856567,0.04267574101686478,0.006163399200886488,0.037290189415216446,-0.16111968457698822,-0.06991948187351227,0.07856650650501251,-0.25258898735046387,0.08351891487836838,-0.06761656701564789,0.03389795497059822,0.04897439479827881,-0.033938873559236526,-0.04309123009443283,0.14192627370357513,0.04805377498269081,-0.01050768606364727,-0.02948978915810585,0.01652802899479866,-0.11615216732025146,-0.00834613386541605,0.09482086449861526,0.2936878800392151,-0.020428575575351715,-0.18423300981521606,0.11478593945503235,0.017420433461666107,0.10769923031330109,-0.07634501159191132,0.12058069556951523,-0.15554875135421753,-0.12553970515727997,-0.0687611997127533,-0.07176349312067032,-0.17156848311424255,-0.13841691613197327,0.0733657255768776,0.08040458709001541
